oc,r,g,b
0.3312836279784781,0.164964046,0.111525408,0.085480103
0.17401998462720986,0.194416801,0.147922922,0.118087936
0.4578016910069178,0.129792747,0.087127763,0.066501667
0.17002305918524213,0.411572919,0.331850951,0.277200706
0.35910837817063795,0.182815644,0.128326803,0.098925756
0.24442736356648734,0.101690831,0.079177451,0.066454933
0.20937740199846272,0.105510011,0.079690234,0.065901471
0.2585703305149885,0.129018217,0.096718818,0.07849411
0.11162562986933129,0.257601395,0.186776618,0.13778773
0.05231223136049193,0.263701229,0.185938872,0.125075165
0.015224049915449655,0.31837217,0.232121582,0.159563876
0.014126897109915451,0.328643216,0.255325506,0.194673433
0.02602261529592621,0.233941378,0.168479343,0.131454581
0.16510376633358956,0.200538808,0.150078558,0.112473882
0.16510376633358956,0.152104594,0.107118887,0.087083547
0.7392774788624136,0.17710996,0.098361777,0.068812709
0.3005380476556495,0.194177525,0.128636149,0.092043655
0.424750192159877,0.200139483,0.13409319,0.098025858
0.48747117601844736,0.193904745,0.123225395,0.086639503
0.8107609531129901,0.120487615,0.074026066,0.053085806
0.7017678708685626,0.096297555,0.05863827,0.046929238
0.7242121445042276,0.104770426,0.059060102,0.045803629
0.7801691006917756,0.178948842,0.091725937,0.060436388
0.28485780169100694,0.150037324,0.109534047,0.089687198
0.6687163720215219,0.13290828,0.079878918,0.060617778
0.2784012298232129,0.184997268,0.124060128,0.094688113
0.37079169869331285,0.141863825,0.091038298,0.070585537
0.06844281956956187,0.241112487,0.181085767,0.139495448
0.06087502401229823,0.228427023,0.170317946,0.131476269
0.0653202098385857,0.208234756,0.159134021,0.125532804
0.014440772436587241,0.267683516,0.210894849,0.165775919
0.007571688255188317,0.342617542,0.27398509,0.200685413
0.0058049308531898545,0.369684058,0.30159792,0.218472166
0.17912037540353576,0.091347632,0.074819697,0.063514783
0.2833810195234435,0.105902911,0.085376033,0.071415813
0.025721420461183704,0.14504619,0.119291576,0.098599363
0.029274910791698697,0.152615081,0.126394511,0.106778782
0.02631067323597233,0.16662993,0.139052629,0.117726361
0.02169389351268255,0.19774119,0.167312471,0.141666093
0.023681884873174484,0.210904177,0.172560618,0.133111527
0.012403224043043812,0.223888412,0.188210152,0.146394448
0.009697488455034589,0.226173129,0.193233986,0.1514928
0.010931091206764028,0.247397139,0.212250773,0.167116711
0.00901281524980784,0.249018652,0.214388371,0.169295388
0.03136180962336665,0.231746426,0.17480935,0.128398234
0.009413288193697156,0.24936383,0.1956464,0.142988747
0.04396926215219063,0.26887383,0.213228882,0.152472874
0.03230410129131438,0.279545047,0.222277723,0.159417601
0.016901356464258263,0.270882699,0.208348866,0.155130122
0.018946750146041507,0.25197366,0.188374384,0.136832223
0.015943927809377402,0.242007993,0.174251293,0.122034338
0.014094187655649501,0.265367159,0.193033002,0.135280651
0.008565045672559569,0.308304404,0.235842137,0.164025149
0.008992806195234435,0.252252993,0.189209891,0.136949093
0.009663663366641045,0.284250676,0.216258669,0.158686167
0.005168250315142198,0.472114926,0.396844657,0.317913917
0.004650128039969255,0.466749744,0.396726055,0.317598877
0.005478336049192929,0.559784394,0.471939224,0.385830149
0.030306498016910068,0.225515618,0.171116585,0.12903974
0.03650314413528055,0.22748131,0.171856824,0.12843099
0.035979907563412766,0.239331334,0.176681595,0.127663964
0.02011046269023828,0.29012498,0.208862026,0.142671118
0.022833009192928515,0.260829932,0.190034966,0.122616113
0.021935669223674098,0.269246839,0.201501513,0.132670804
0.010154256571867795,0.284637294,0.220879351,0.1663177
0.011965637294388931,0.287952467,0.218438775,0.162533894
0.008727527763259031,0.371073857,0.290388204,0.221938521
0.008089519538816295,0.439066891,0.357373683,0.286174199
0.012063923443504996,0.296668896,0.230209904,0.164774969
0.02372038258262875,0.238390317,0.181188664,0.138979656
0.017258284212144506,0.235570871,0.178854935,0.1358517
0.014023479461952345,0.214666115,0.164606104,0.125301761
0.009794015956956188,0.243098144,0.18426752,0.134420556
0.006677567148347425,0.268110251,0.195852393,0.133399034
0.0064551465026902385,0.354462782,0.273406249,0.199651658
0.00546334096848578,0.409886543,0.326679184,0.24401643
0.004994527794004612,0.362031707,0.277969197,0.195387675
0.0052039713758647195,0.367998683,0.284808554,0.199544276
0.0041321911760184475,0.53853511,0.460097092,0.354377395
0.005059994742505765,0.572291501,0.501297059,0.39855988
0.549423520368947,0.145205665,0.091963717,0.06825827
0.5664873174481169,0.174428281,0.11010939,0.078919047
0.5983089930822445,0.167221067,0.103764541,0.075238355
0.6976172175249808,0.179974202,0.102088905,0.071416504
0.5893927747886242,0.173493867,0.105143613,0.074605149
0.5518831667947732,0.22505567,0.132962872,0.093957825
0.1581860107609531,0.176808416,0.130076128,0.103170148
0.03612133117601845,0.198545431,0.14943768,0.115883452
0.026097296771714067,0.194828417,0.149516399,0.117974456
0.022238307363566488,0.214719829,0.167578079,0.132520022
0.029293773405073022,0.185550067,0.147162541,0.11731796
0.02732197786318217,0.168392311,0.132984405,0.106404229
0.0435311724980784,0.188648166,0.147496949,0.118540889
0.04168220381245196,0.194824946,0.150135828,0.118773737
0.014872489638739432,0.26368477,0.19960036,0.146638607
0.0053754768485780174,0.392948113,0.303632043,0.208143282
0.0058561163873943126,0.431498155,0.367455905,0.281904858
0.00755952757878555,0.364080442,0.282040244,0.189140913
0.580630284396618,0.201662589,0.1252332,0.091839746
0.34281322059953884,0.227759156,0.149443777,0.111112825
0.5199077632590315,0.198249976,0.108680567,0.076724263
0.10883935434281322,0.280156475,0.195553697,0.143475605
0.14511913912375096,0.250401979,0.170575358,0.129198897
0.1810914681014604,0.315063801,0.224938886,0.173833145
0.6853189853958493,0.175725657,0.10143675,0.072108571
0.6899308224442737,0.182254296,0.106365372,0.074598751
0.7714066102997694,0.145195241,0.076086196,0.051503979
0.5754035357417372,0.191059322,0.108804346,0.074397018
0.6461183704842429,0.147071346,0.085571141,0.05976348
0.195695618754804,0.128767929,0.086991361,0.065206572
0.3790930053804766,0.234545557,0.152279652,0.10242353
0.7847809377401999,0.111192711,0.065191614,0.048918828
0.6442736356648732,0.12893549,0.078758121,0.05847498
0.7503458877786319,0.223042975,0.128296762,0.081561918
0.3812451960030746,0.2273254,0.145012915,0.096747307
0.6312067640276711,0.217403856,0.131408804,0.088328675
0.5454265949269792,0.237565469,0.144531375,0.09459014
0.523597232897771,0.248867018,0.153425548,0.101172949
0.04741305026902383,0.174920388,0.126822442,0.097808031
0.051460613881629515,0.169443324,0.122113123,0.093515924
0.02053755415833974,0.250830598,0.185396437,0.140054274
0.008147698724058416,0.339214921,0.254837852,0.188323419
0.33630619062259803,0.154370758,0.111436126,0.083176596
0.24194621537279018,0.134247957,0.096802334,0.072980262
0.06486283715603382,0.169661147,0.123011562,0.089186888
0.4865488086087625,0.146888644,0.097179406,0.074477571
0.36725595695618757,0.115500378,0.07353133,0.055096301
0.03973619881629516,0.129568915,0.091547706,0.072706532
0.03973619881629516,0.128390776,0.09229539,0.072162698
0.03973619881629516,0.154420392,0.110515765,0.086681927
0.02231896435049962,0.286418026,0.237671287,0.202257807
0.01567490956187548,0.319264106,0.268197825,0.228949735
0.009432932052267487,0.357403421,0.304442367,0.259375152
0.011545214588777863,0.387215066,0.33085927,0.284409107
0.010218014880860877,0.417020663,0.356076726,0.300909475
0.007806760784012298,0.376339777,0.311149911,0.254277046
0.006429554066102999,0.294153108,0.250562715,0.206661842
0.03141272756341276,0.224567219,0.184389909,0.156017301
0.024474725257494237,0.248759609,0.205778089,0.173671867
0.006703288332052268,0.468996529,0.384869861,0.312296305
0.006040189700230592,0.623963602,0.531656184,0.444648634
0.004573906010760953,0.176691556,0.127470442,0.092061925
0.73543428132206,0.164106437,0.084645095,0.058654947
0.7893927747886242,0.20085787,0.115357271,0.08316749
0.5872405841660262,0.158817257,0.099208212,0.070550206
0.7647963105303613,0.186547761,0.100345307,0.069449397
0.820445810914681,0.189756875,0.101823927,0.069773761
0.05330948321291314,0.11651863,0.087681955,0.072846297
0.06065156113758648,0.111677244,0.084398886,0.071109453
0.03672491647963105,0.107838991,0.082256765,0.068283945
0.011930537355880092,0.244784056,0.181419816,0.136400858
0.010311933789392774,0.341027996,0.266150638,0.20287569
0.7895465026902383,0.153430669,0.085270964,0.061867035
0.7082244427363567,0.146959667,0.081988508,0.059117621
0.6745580322828594,0.18814003,0.126706788,0.090521715
0.7398923904688701,0.165563379,0.084193993,0.054713228
0.4402767102229055,0.148031901,0.085411761,0.061614268
0.2797847809377402,0.198694796,0.126583282,0.081271278
0.40292083013066876,0.263124436,0.152563111,0.094389849
0.4401229823212913,0.239738873,0.142251118,0.088867795
0.7200614911606458,0.161346032,0.085455577,0.05832987
0.6433512682551884,0.182991829,0.107994553,0.074924694
0.7096079938508839,0.132216519,0.073944715,0.053908475
0.4364335126825519,0.176896763,0.103823175,0.07085356
0.598923904688701,0.185677792,0.106784966,0.071278201
0.5732513451191391,0.173299109,0.104182032,0.070416607
0.5900076863950807,0.172967411,0.104177691,0.070601036
0.7794004611837049,0.183028558,0.109276885,0.073941899
0.5500384319754036,0.186169432,0.118917732,0.086480886
0.6086087624903921,0.160136811,0.104231509,0.073788311
0.7112990007686396,0.195577636,0.110873725,0.071331891
0.6055342044581091,0.203996622,0.121086189,0.078945226
0.5717140661029977,0.208999932,0.128247299,0.085450644
0.6465795541890854,0.201872277,0.118695248,0.075810504
0.3833973866256726,0.218767584,0.133809323,0.088551325
0.15670277371252883,0.137964981,0.083923425,0.060916765
0.6648731744811683,0.129678847,0.078999982,0.057672293
0.619369715603382,0.193251698,0.117832252,0.080179119
0.4018447348193697,0.167474701,0.104493768,0.07671541
0.4843966179861645,0.132294767,0.084652977,0.062807937
0.27286702536510377,0.268190791,0.167817594,0.107064647
0.0946099471944658,0.201283156,0.145463643,0.109448317
0.0786220440891622,0.234044102,0.16922708,0.125716505
0.06631404269023827,0.224387775,0.164239826,0.121253225
0.019123362398155267,0.310577529,0.22631712,0.161641823
0.008194022598001538,0.3727038,0.294542504,0.219660332
0.0054695564488854735,0.342059489,0.260588653,0.158424339
0.03694371843197541,0.189877722,0.131657653,0.095439327
0.043379642290545736,0.180509673,0.124251841,0.091081373
